41|4013872|20190421235549|065424825|||||||||||25||500.000000||500.000000|20190428|||||2|0|31162351764712|AIROUTPUTCDR_4003_AIR02_3018_20190421-235503.AIR||||
41|4013873|20190421235942|069924825|||||||||||25||800.000000||900.000000|20190428|||||2|0|31162351764712|AIROUTPUTCDR_4003_AIR02_3018_20190421-235503.AIR||||
41|4013874|20190422005549|066524825|||||||||||25||500.000000||500.000000|20190428|||||2|0|31162351764712|AIROUTPUTCDR_4003_AIR02_3018_20190421-235503.AIR||||
41|4013875|20190422005649|065424825|||||||||||25||500.000000||500.000000|20190429|||||2|0|31162351764712|AIROUTPUTCDR_4003_AIR02_3018_20190421-235503.AIR||||
41|4013876|20190501235942|063124825|||||||||||25||800.000000||900.000000|20190508|||||2|0|31162351764712|AIROUTPUTCDR_4003_AIR02_3018_20190421-235503.AIR||||
41|4013877|20190502005549|069924825|||||||||||25||500.000000||500.000000|20190509|||||2|0|31162351764712|AIROUTPUTCDR_4003_AIR02_3018_20190421-235503.AIR||||
41|4013878|20190503235942|063124825|||||||||||25||400.000000||950.000000|20190508|||||2|0|31162351764712|AIROUTPUTCDR_4003_AIR02_3018_20190421-235503.AIR||||
41|4013879|20190506125549|069924825|||||||||||25||500.000000||500.000000|20190511|||||2|0|31162351764712|AIROUTPUTCDR_4003_AIR02_3018_20190421-235503.AIR||||
41|4013880|20190506235942|045224825|||||||||||25||800.000000||900.000000|20190508|||||2|0|31162351764712|AIROUTPUTCDR_4003_AIR02_3018_20190421-235503.AIR||||
41|4013881|20190508005549|089924825|||||||||||25||500.000000||500.000000|20190511|||||2|0|31162351764712|AIROUTPUTCDR_4003_AIR02_3018_20190421-235503.AIR||||
41|4013882|20190509235942|063124825|||||||||||25||400.000000||950.000000|20190512|||||2|0|31162351764712|AIROUTPUTCDR_4003_AIR02_3018_20190421-235503.AIR||||
41|4013883|20190510125549|069924825|||||||||||25||500.000000||500.000000|20190514|||||2|0|31162351764712|AIROUTPUTCDR_4003_AIR02_3018_20190421-235503.AIR||||
41|4013884|20190510235942|045224825|||||||||||25||800.000000||900.000000|20190504|||||2|0|31162351764712|AIROUTPUTCDR_4003_AIR02_3018_20190421-235503.AIR||||
41|4013885|20190511005549|089924825|||||||||||25||500.000000||500.000000|20190514|||||2|0|31162351764712|AIROUTPUTCDR_4003_AIR02_3018_20190421-235503.AIR||||
41|4013886|20190511125549|069924825|||||||||||25||500.000000||500.000000|20190511|||||2|0|31162351764712|AIROUTPUTCDR_4003_AIR02_3018_20190421-235503.AIR||||
41|4013887|20190511235942|045224825|||||||||||25||800.000000||900.000000|20190508|||||2|0|31162351764712|AIROUTPUTCDR_4003_AIR02_3018_20190421-235503.AIR||||
41|4013888|20190511235959|089924825|||||||||||25||500.000000||500.000000|20190511|||||2|0|31162351764712|AIROUTPUTCDR_4003_AIR02_3018_20190421-235503.AIR||||
41|4013889|20190512035942|063124825|||||||||||25||400.000000||950.000000|20190512|||||2|0|31162351764712|AIROUTPUTCDR_4003_AIR02_3018_20190421-235503.AIR||||
41|4013890|20190512125549|069924825|||||||||||25||500.000000||500.000000|20190514|||||2|0|31162351764712|AIROUTPUTCDR_4003_AIR02_3018_20190421-235503.AIR||||
41|4013891|20190512235942|045224825|||||||||||25||800.000000||900.000000|20190504|||||2|0|31162351764712|AIROUTPUTCDR_4003_AIR02_3018_20190421-235503.AIR||||
41|4013892|20190513005549|089924825|||||||||||25||500.000000||500.000000|20190514|||||2|0|31162351764712|AIROUTPUTCDR_4003_AIR02_3018_20190421-235503.AIR||||
